Company,Email,Primary Phone,Phone,Mobile,Website,Domestic Nondomestic,Counties Covered,County Count,Priority Score,Outreach Status,First Email Sent,Follow-up Date,Reply Status,Notes
PV Solar Ireland,,087 614 6666,01 962 9854,087 614 6666,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
PV Solar Systems,,086 0747458,,086 0747458,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Pawel Galarowicz,,085 839 9514,,085 839 9514,,Domestic,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Peyton Electrical Ltd,,879352785,,879352785,,Both,"Roscommon, Leitrim, Limerick, Sligo, Mayo, Galway, Donegal, Clare",8,45,Not contacted,,,,
Phoenix Electrical Services,,879922124,12851139,879922124,,Both,"Wicklow, Wexford, Kilkenny, Kildare, Dublin, Carlow",6,45,Not contacted,,,,
Pinergy Solar Electric,,053 925 6804,053 925 6804,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Offaly, Monaghan, Meath, Louth, Longford, Limerick, Leitrim, Laois, Galway, Dublin, Cork, Clare, Cavan, Carlow",20,45,Not contacted,,,,
Powersolar,,087 7208658,,087 7208658,,Both,"Tipperary, Westmeath, Offaly, Meath, Laois, Kilkenny, Kildare, Dublin, Carlow",9,45,Not contacted,,,,
Prime Solar Ltd,,871323528,,871323528,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Prosolar,,087 633 1487,064 770 2000,087 633 1487,,Both,"Waterford, Tipperary, Limerick, Kilkenny, Kerry, Cork, Clare",7,45,Not contacted,,,,
Protech Electrical and Security Ltd,,876110814,,876110814,,Both,"Wicklow, Westmeath, Wexford, Offaly, Meath, Louth, Longford, Laois, Kilkenny, Kildare, Dublin, Carlow",12,45,Not contacted,,,,
PureVolt Limited,,091 413 308,091 413 308,,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Wicklow, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Q4 Energy,,086 278 1025,,086 278 1025,,Both,"Cork, Dublin, Galway, Kerry, Kildare, Kilkenny, Westmeath, Waterford, Tipperary, Offaly, Longford, Limerick, Laois, Clare, Cavan, Carlow, Wexford, Wicklow",18,45,Not contacted,,,,
RNL Electrical & Renewable Energies Ltd,www.rnlelectrical.ie,861004104,,861004104,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Rend Master T/A Solar West,,873883033,,873883033,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Renewable Power Ireland,,872375877,,872375877,,Both,"Offaly, Meath, Laois, Kildare, Dublin, Carlow",6,45,Not contacted,,,,
Renewables Ireland,,087 252 2150,01 298 6140,087 252 2150,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Resolute Engineering Group LTD,,086 807 6840,01 485 3184,086 807 6840,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Saunderson PV Solar,,087 191 8112,906 488 089,087 191 8112,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Skyline Solar Ltd,,087 255 5130,1800 555 888,087 255 5130,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Sola,,050 458 750,050 458 750,,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Solar Elite,,087 793 9382,044 966 6527,087 793 9382,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solar Generation LTD,,087 232 0238,071 931 0111,087 232 0238,,Both,"Roscommon, Leitrim, Longford, Mayo, Donegal, Sligo",6,45,Not contacted,,,,
Solar PV Panels Ireland,,086 051 3804,,086 051 3804,,Both,"Sligo, Roscommon, Offaly, Longford, Leitrim, Laois, Kildare, Galway, Dublin, Cavan, Westmeath",11,45,Not contacted,,,,
Solar Power Ireland BK Ltd,,087 674 6571,,087 674 6571,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solar2Power,,087 765 5507,051 381 482,087 765 5507,,Domestic,"Wexford, Waterford, Kilkenny, Tipperary, Cork, Carlow",6,45,Not contacted,,,,
SolarPro,,086 275 5157,086 275 5157,086 275 5157,,Both,"Wicklow, Wexford, Meath, Louth, Laois, Kilkenny, Kildare, Dublin, Carlow",9,45,Not contacted,,,,
SolarVolt Ltd,,087 8184597,,087 8184597,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solarcraft Ltd,,01 2544988,01 2544988,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solaris Green Energy,,086 897 4036,,086 897 4036,,Domestic,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Solarsmart Energy LTD,,085 875 2105,1800 911 770,085 875 2105,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solarstream Limited,,059 911 8901,059 911 8901,059 911 8901,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Solarweb Electrical Ltd,,087 974 9474,,087 974 9474,,Both,"Waterford, Tipperary, Offaly, Limerick, Laois, Kilkenny, Kildare, Cork, Carlow",9,45,Not contacted,,,,
Solec Solar Limited,,876204773,,876204773,,Both,"Waterford, Tipperary, Sligo, Roscommon, Offaly, Meath, Mayo, Louth, Longford, Limerick, Kilkenny, Kildare, Galway, Dublin, Clare, Westmeath, Wicklow",17,45,Not contacted,,,,
Solgrid Limited,,091 335 335,091 335 335,,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,45,Not contacted,,,,
Southern Solar Electrical,,085 275 5393,021 466 7514,085 275 5393,,Both,"Tipperary, Limerick, Kerry, Dublin, Cork, Waterford",6,45,Not contacted,,,,
Start Solar Ireland Ltd,,077 302 6855 0,028 920 2707 9,077 302 6855 0,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Strict Electrical Ltd,,864455539,,864455539,,Both,"Monaghan, Meath, Louth, Kildare, Dublin, Cavan",6,45,Not contacted,,,,
Sunstream Energy Ltd,,087 798 6200,051 330 386,087 798 6200,,Both,"Carlow, Cork, Kilkenny, Tipperary, Waterford, Wexford",6,45,Not contacted,,,,
Switch2Solar,,087 341 6900,087 232 3113,087 341 6900,,Both,"Tipperary, Sligo, Roscommon, Offaly, Meath, Mayo, Longford, Limerick, Leitrim, Kildare, Laois, Galway, Dublin, Clare, Cavan, Westmeath",16,45,Not contacted,,,,
TMC Complete Electrical Limited TA Solar Pv Energy,,087 966 9362,,087 966 9362,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Titan Electrical Ltd,,086 856 8230,,086 856 8230,,Both,"Monaghan, Meath, Louth, Longford, Leitrim, Dublin, Donegal, Cavan",8,45,Not contacted,,,,
Tobin Electrical,,087 6954787,,087 6954787,,Both,"Waterford, Tipperary, Limerick, Kerry, Cork",5,45,Not contacted,,,,
VM Electrical & Solar,,083 345 7873,,083 345 7873,,Both,"Wicklow, Offaly, Monaghan, Meath, Louth, Laois, Kildare, Dublin, Cavan, Carlow",10,45,Not contacted,,,,
Verde Energy Group,,021 486 1577,021 486 1577,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Verde Remediation Services Ltd,,871478129,12011260,871478129,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Wizer Energy Ltd,,087 753 0066,083 080 0855,087 753 0066,,Both,"Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Westmeath, Waterford, Tipperary, Offaly, Meath, Louth, Limerick, Cork, Clare, Carlow, Wexford, Wicklow",18,45,Not contacted,,,,
Woodco Renewable Energy Ltd,,086 066 2766,062 740 07,086 066 2766,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Zetta Home Services,,864020716,429420538,864020716,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Sligo, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
AP Renewables LTD,,087 647 2494,,087 647 2494,,Both,Galway,1,35,Not contacted,,,,
B&S Renewable Solutions,,876259866,,876259866,,Domestic,"Roscommon, Mayo, Sligo",3,35,Not contacted,,,,
Byrne Energy,,085 734 8364,,085 734 8364,,Both,Galway,1,35,Not contacted,,,,
C and C Electrical,,087 185 3541,,087 185 3541,,Both,Limerick,1,35,Not contacted,,,,
CAenergy LTD,,086 298 9598,022 72838,086 298 9598,,Domestic,Cork,1,35,Not contacted,,,,
CB Electrical,,087 279 4851,053 942 4820,087 279 4851,,Both,Wexford,1,35,Not contacted,,,,
Carbon Care LTD T/A Maynooth Solar Electricity,,086 677 5760,01 910 9195,086 677 5760,,Both,Kildare,1,35,Not contacted,,,,
Clover Energy Systems LTD,,087 262 9126,,087 262 9126,,Both,Dublin,1,35,Not contacted,,,,
Colin Lynskey Plumbing & Heating,,086 1016768,,086 1016768,,Both,Galway,1,35,Not contacted,,,,
Collery Solar,,086 197 2451,,086 197 2451,,Both,Sligo,1,35,Not contacted,,,,
Comfort Solutions Ireland,,087 275 7578,098 426 99,087 275 7578,,Both,Mayo,1,35,Not contacted,,,,
Cowan Energy Limited,,083 1524390,086 0281836,083 1524390,,Both,Tipperary,1,35,Not contacted,,,,
CubicM3,,086 130 3883,01 808 4330,086 130 3883,,Both,Dublin,1,35,Not contacted,,,,
DM Electrical,,087 955 8438,,087 955 8438,,Both,Wexford,1,35,Not contacted,,,,
DMG Electrical Contractors Ltd,,+353 86 259 1121,,+353 86 259 1121,,Both,Westmeath,1,35,Not contacted,,,,
DNA Renewables,,+353 86 621 2674,,+353 86 621 2674,,Domestic,Dublin,1,35,Not contacted,,,,
Donoghue and O'Neill Electrical Ltd,,087 1018954,,087 1018954,,Both,Mayo,1,35,Not contacted,,,,
Drish Electrical,,083 026 7034,,083 026 7034,,Both,"Tipperary, Offaly, Laois, Kilkenny",4,35,Not contacted,,,,
EF Electrical,,873122231,,873122231,,Both,"Kilkenny, Tipperary, Waterford",3,35,Not contacted,,,,
ETI Security Systems Ltd,,872754972,949544224,872754972,,Both,"Galway, Mayo, Roscommon",3,35,Not contacted,,,,
EV Charging Ireland,,087 954 9388,,087 954 9388,,Both,Galway,1,35,Not contacted,,,,
East Coast Energy,,087 780 6969,,087 780 6969,,Both,Meath,1,35,Not contacted,,,,
Eco Green Resources LTD,,086 606 1227,,086 606 1227,,Both,Tipperary,1,35,Not contacted,,,,
EnergyServ Ltd,,087 135 6363,,087 135 6363,,Both,Wexford,1,35,Not contacted,,,,
Future Generation Energy,,086 226 5000,023 885 8496,086 226 5000,,Domestic,Cork,1,35,Not contacted,,,,
G and L Electrical,,051 875 443,051 875 443,,,Both,Waterford,1,35,Not contacted,,,,
GM Solar LTD,,083 062 9121,,083 062 9121,,Both,Galway,1,35,Not contacted,,,,
Grants Electrical Services LTD,,087 418 8749,074 936 0014,087 418 8749,,Both,Donegal,1,35,Not contacted,,,,
Green Electric,,086 854 1514,01 223 4677,086 854 1514,,Both,Meath,1,35,Not contacted,,,,
Greenhouse,,01 207 0006,01 207 0006,,,Both,Dublin,1,35,Not contacted,,,,
JV Communications LTD,,086 258 7201,01 627 1086,086 258 7201,,Both,Kildare,1,35,Not contacted,,,,
KD Smartenergy LTD,,089 401 1577,,089 401 1577,,Both,"Wexford, Waterford, Tipperary, Kilkenny",4,35,Not contacted,,,,
Killtech LTD,,087 218 8162,,087 218 8162,,Both,Galway,1,35,Not contacted,,,,
Kirra Ltd.,,086 7806444,,086 7806444,,Both,Dublin,1,35,Not contacted,,,,
MPE-Online,,086 347 4015,094 906 8890,086 347 4015,,Both,Mayo,1,35,Not contacted,,,,
Mahon MultiMedia,,087 948 5090,087 948 5090,087 948 5090,,Domestic,Offaly,1,35,Not contacted,,,,
Mark Rael Electrical LTD,,085 778 1077,066 711 9638,085 778 1077,,Both,Kerry,1,35,Not contacted,,,,
Martin Conroy Electrical and Security Systems Ltd,,872378420,,872378420,,Domestic,"Wicklow, Wexford, Dublin, Carlow",4,35,Not contacted,,,,
Matthew Tuohy Electrical,,087 766 6731,,087 766 6731,,Domestic,"Wicklow, Kildare, Dublin",3,35,Not contacted,,,,
McHugh Electric (Dublin) LTD,,086 255 3094,01 284 0399,086 255 3094,,Both,"Wicklow, Meath, Kildare, Dublin",4,35,Not contacted,,,,
NZEB Technologies Ltd,,086 838 4183,,086 838 4183,,Both,Louth,1,35,Not contacted,,,,
North Cork Electrical LTD,,087 399 1650,,087 399 1650,,Both,"Limerick, Kerry, Cork",3,35,Not contacted,,,,
O'Brien Electrical Services,,862585449,906482066,862585449,,Both,"Roscommon, Offaly, Longford, Westmeath",4,35,Not contacted,,,,
PV Solar Power Ltd,,089 443 1002,,089 443 1002,,Both,Dublin,1,35,Not contacted,,,,
Patrick Lynch Renewables,,087 960 0671,087 960 0671,087 960 0671,,Both,"Galway, Clare, Mayo",3,35,Not contacted,,,,
Powersol Electrical Limited,,087 997 3249,,087 997 3249,,Both,"Sligo, Roscommon, Mayo, Leitrim",4,35,Not contacted,,,,
RJC Consulting and Engineering Ltd,,877501114,873311323,877501114,,Both,"Kildare, Clare, Westmeath",3,35,Not contacted,,,,
Renewable Energy Centre,,086 238 1166,064 662 2814,086 238 1166,,Both,"Limerick, Kerry, Cork",3,35,Not contacted,,,,
Sapphire Security Ltd,,868562046,12821457,868562046,,Domestic,"Wicklow, Wexford, Kildare, Dublin",4,35,Not contacted,,,,
Save Me Money Wind and Solar Ltd T/A Veep Energy,,087 753 5961,01 537 7669,087 753 5961,,Both,Dublin,1,35,Not contacted,,,,
Skelect Ltd,,087 6310244,,087 6310244,,Both,Galway,1,35,Not contacted,,,,
Solar Beo Ltd,,087 626 3698,066 915 1045,087 626 3698,,Both,Kerry,1,35,Not contacted,,,,
Solar Charge LTD,,087 950 6886,,087 950 6886,,Both,Kildare,1,35,Not contacted,,,,
Solar Clarity Ltd,,086 327 6632,,086 327 6632,,Both,Dublin,1,35,Not contacted,,,,
Solar Compare,,087 343 0780,049 433 3800,087 343 0780,,Both,Leitrim,1,35,Not contacted,,,,
Solar Laois,,087 2323114,,087 2323114,,Both,Laois,1,35,Not contacted,,,,
Solar PV Donegal,,086 887 0536,074 973 9638,086 887 0536,,Both,"Sligo, Leitrim, Donegal",3,35,Not contacted,,,,
Solektric,,087 189 1918,,087 189 1918,,Both,Sligo,1,35,Not contacted,,,,
South East Solar,,086 179 7141,,086 179 7141,,Both,Wexford,1,35,Not contacted,,,,
Specter Technics,,089 243 4513,,089 243 4513,,Domestic,"Galway, Mayo",2,35,Not contacted,,,,
Sun Arc Solar Systems,,087 404 5297,,087 404 5297,,Both,Carlow,1,35,Not contacted,,,,
Swyft Energy,,083 880 4996,01 504 2111,083 880 4996,,Both,Cork,1,35,Not contacted,,,,
T.W McKitterick Electrical Contractors Ltd,,086 258 9559,042 966 1917,086 258 9559,,Both,"Monaghan, Meath, Louth, Cavan",4,35,Not contacted,,,,
TFM Electrical Services Ltd,,087 2576460,,087 2576460,,Domestic,"Mayo, Galway, Clare, Roscommon",4,35,Not contacted,,,,
Tom Costello Electrical Limited,,087 220 5690,,087 220 5690,,Both,"Mayo, Galway",2,35,Not contacted,,,,
Toolen PV,,086 055 3359,,086 055 3359,,Both,Cork,1,35,Not contacted,,,,
West Cork Solar and Electrical,,086 890 2002,086 890 2002,086 890 2002,,Both,Cork,1,35,Not contacted,,,,
Whyte Melia Electrical LTD,,087 617 5555,,087 617 5555,,Both,Kildare,1,35,Not contacted,,,,
Wyse Solar Solutions/Wyse Electrical,,087 258 3202,01 298 8330,087 258 3202,,Both,Dublin,1,35,Not contacted,,,,
eSolar Ltd,,086 3433239,,086 3433239,,Both,"Wicklow, Meath, Kildare, Dublin",4,35,Not contacted,,,,
